Engine_Version,Configuration_ID,Decision_Scope,Indicator_Set_ID,Indicator_Authority,Indicator_Module_Status,Indicator_Module_Reason,Ticker,Evaluated_At_UTC,As_Of_Date,First_Price_Date,Bars_Used,Minimum_History_Bars,Data_Status,Foundation_Eligible,Foundation_State,Foundation_Reason,Close,EMA_Period,EMA_Value,MACD_Fast_Period,MACD_Slow_Period,MACD_Signal_Period,MACD_Line,MACD_Signal_Line,MACD_Histogram,RSI_Period,RSI,RSI_Authority,RSI_Rule_Type,RSI_Limit_Status,RSI_Operational_Use_Approved,RSI_Lower_Limit,RSI_Upper_Limit,RSI_Range_Status,RSI_Allows_Further_Processing,RSI_Message,ADX_Period,ADX,DMI_Positive,DMI_Negative,True_Range,ATR_Period,ATR,ATR_Pct,OBV,OBV_EMA_Period,OBV_EMA,Aroon_Period,Aroon_Up,Aroon_Down,Price_Adjustment
V8_BASIC_FOUNDATION_5,V8_BASIC_FOUNDATION_RSI_PLACEHOLDER_30_65_20260713,FOUNDATION_THEN_CONFIGURABLE_RSI_NO_SCORE,V1_V3_RAW_INDICATORS_RSI_GATE_1,CONFIGURABLE_RSI_GATE_OTHER_CALCULATION_ONLY,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,AAPL,2026-07-12T21:40:22.063737+00:00,2026-05-07,2021-07-12,1212,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,287.44000244140625,200,255.2375824631465,8,21,5,7.706809375733769,6.47444179008212,1.232367585651649,14,69.30784724452889,CONFIGURABLE_CONTINUATION_GATE,LOWER_UPPER_RANGE,PLACEHOLDER_FUNCTIONAL_TEST_ONLY,False,30.0,65.0,RSI_ABOVE_CONFIGURED_RANGE,False,RSI 69.31 is above upper limit 65; further indicator rule processing is not allowed,14,18.91266662759477,39.03232053886628,16.7065915775242,6.350006103515625,14,6.649814109257449,2.313461610345273,2903274900.0,20,2795067210.4777436,14,100.0,42.857142857142854,UNADJUSTED_OHLC
V8_BASIC_FOUNDATION_5,V8_BASIC_FOUNDATION_RSI_PLACEHOLDER_30_65_20260713,FOUNDATION_THEN_CONFIGURABLE_RSI_NO_SCORE,V1_V3_RAW_INDICATORS_RSI_GATE_1,CONFIGURABLE_RSI_GATE_OTHER_CALCULATION_ONLY,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,GOOGL,2026-07-12T21:40:22.552465+00:00,2026-05-07,2021-07-12,1212,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,397.989990234375,200,288.20414845716033,8,21,5,24.68812663586607,22.220915424540067,2.4672112113260027,14,83.41290395476322,CONFIGURABLE_CONTINUATION_GATE,LOWER_UPPER_RANGE,PLACEHOLDER_FUNCTIONAL_TEST_ONLY,False,30.0,65.0,RSI_ABOVE_CONFIGURED_RANGE,False,RSI 83.41 is above upper limit 65; further indicator rule processing is not allowed,14,46.24952264785626,43.67783472772507,6.752773306498945,7.420013427734375,14,9.757534791456212,2.451703568150051,2256076400.0,20,2162835226.5827775,14,100.0,14.285714285714285,UNADJUSTED_OHLC
V8_BASIC_FOUNDATION_5,V8_BASIC_FOUNDATION_RSI_PLACEHOLDER_30_65_20260713,FOUNDATION_THEN_CONFIGURABLE_RSI_NO_SCORE,V1_V3_RAW_INDICATORS_RSI_GATE_1,CONFIGURABLE_RSI_GATE_OTHER_CALCULATION_ONLY,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,AMD,2026-07-12T21:40:22.959337+00:00,2026-05-07,2021-07-12,1212,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,408.4599914550781,200,218.2650041816172,8,21,5,46.65605801932543,41.51806595024226,5.137992069083168,14,76.13779673773452,CONFIGURABLE_CONTINUATION_GATE,LOWER_UPPER_RANGE,PLACEHOLDER_FUNCTIONAL_TEST_ONLY,False,30.0,65.0,RSI_ABOVE_CONFIGURED_RANGE,False,RSI 76.14 is above upper limit 65; further indicator rule processing is not allowed,14,50.9060608893758,52.01629289355052,10.162141584716236,20.6300048828125,14,20.648855578791874,5.055294523518299,2762998200.0,20,2567363042.032743,14,92.85714285714286,7.142857142857142,UNADJUSTED_OHLC
V8_BASIC_FOUNDATION_5,V8_BASIC_FOUNDATION_RSI_PLACEHOLDER_30_65_20260713,FOUNDATION_THEN_CONFIGURABLE_RSI_NO_SCORE,V1_V3_RAW_INDICATORS_RSI_GATE_1,CONFIGURABLE_RSI_GATE_OTHER_CALCULATION_ONLY,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,ORCL,2026-07-12T21:40:23.342874+00:00,2026-05-07,2021-07-12,1212,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,194.58999633789062,200,186.24505993801142,8,21,5,9.619862143717427,7.560442978025375,2.059419165692052,14,68.75081124298366,CONFIGURABLE_CONTINUATION_GATE,LOWER_UPPER_RANGE,PLACEHOLDER_FUNCTIONAL_TEST_ONLY,False,30.0,65.0,RSI_ABOVE_CONFIGURED_RANGE,False,RSI 68.75 is above upper limit 65; further indicator rule processing is not allowed,14,26.874027493251624,42.63276281738912,15.201145712105937,9.349990844726562,14,8.9413527650713,4.594970416436684,450921400.0,20,369250321.5695453,14,100.0,64.28571428571429,UNADJUSTED_OHLC
V8_BASIC_FOUNDATION_5,V8_BASIC_FOUNDATION_RSI_PLACEHOLDER_30_65_20260713,FOUNDATION_THEN_CONFIGURABLE_RSI_NO_SCORE,V1_V3_RAW_INDICATORS_RSI_GATE_1,CONFIGURABLE_RSI_GATE_OTHER_CALCULATION_ONLY,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,PANW,2026-07-12T21:40:23.721529+00:00,2026-05-07,2021-07-12,1212,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,196.52999877929688,200,179.2617047416862,8,21,5,7.228352500668706,6.270852359140225,0.957500141528481,14,70.77383018392834,CONFIGURABLE_CONTINUATION_GATE,LOWER_UPPER_RANGE,PLACEHOLDER_FUNCTIONAL_TEST_ONLY,False,30.0,65.0,RSI_ABOVE_CONFIGURED_RANGE,False,RSI 70.77 is above upper limit 65; further indicator rule processing is not allowed,14,16.083921778442736,37.744446608000885,17.947331341954413,15.410003662109375,14,7.377844102973152,3.754054927389721,792143300.0,20,776990311.5706248,14,100.0,7.142857142857142,UNADJUSTED_OHLC
V8_BASIC_FOUNDATION_5,V8_BASIC_FOUNDATION_RSI_PLACEHOLDER_30_65_20260713,FOUNDATION_THEN_CONFIGURABLE_RSI_NO_SCORE,V1_V3_RAW_INDICATORS_RSI_GATE_1,CONFIGURABLE_RSI_GATE_OTHER_CALCULATION_ONLY,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,CRWD,2026-07-12T21:40:24.083207+00:00,2026-05-07,2021-07-12,1212,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,126.43000030517578,200,110.24336689081377,8,21,5,5.388206606284669,4.510337241972392,0.8778693643122768,14,70.42817475916532,CONFIGURABLE_CONTINUATION_GATE,LOWER_UPPER_RANGE,PLACEHOLDER_FUNCTIONAL_TEST_ONLY,False,30.0,65.0,RSI_ABOVE_CONFIGURED_RANGE,False,RSI 70.43 is above upper limit 65; further indicator rule processing is not allowed,14,16.10050476516337,38.78266038128134,19.74442092290907,9.680000305175781,14,4.91343601440138,3.8862896484547695,538074000.0,20,497959819.0153092,14,100.0,7.142857142857142,UNADJUSTED_OHLC
V8_BASIC_FOUNDATION_5,V8_BASIC_FOUNDATION_RSI_PLACEHOLDER_30_65_20260713,FOUNDATION_THEN_CONFIGURABLE_RSI_NO_SCORE,V1_V3_RAW_INDICATORS_RSI_GATE_1,CONFIGURABLE_RSI_GATE_OTHER_CALCULATION_ONLY,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,MU,2026-07-12T21:40:24.525287+00:00,2026-05-07,2021-07-12,1212,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,646.6300048828125,200,321.56504501337633,8,21,5,68.69405255001402,56.61914424470383,12.074908305310188,14,77.49459927583513,CONFIGURABLE_CONTINUATION_GATE,LOWER_UPPER_RANGE,PLACEHOLDER_FUNCTIONAL_TEST_ONLY,False,30.0,65.0,RSI_ABOVE_CONFIGURED_RANGE,False,RSI 77.49 is above upper limit 65; further indicator rule processing is not allowed,14,35.469612080930474,43.91300511444154,9.422252862649524,47.6700439453125,14,34.582255243735446,5.348074630406723,1272920100.0,20,1152061645.4945688,14,100.0,7.142857142857142,UNADJUSTED_OHLC
V8_BASIC_FOUNDATION_5,V8_BASIC_FOUNDATION_RSI_PLACEHOLDER_30_65_20260713,FOUNDATION_THEN_CONFIGURABLE_RSI_NO_SCORE,V1_V3_RAW_INDICATORS_RSI_GATE_1,CONFIGURABLE_RSI_GATE_OTHER_CALCULATION_ONLY,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,QCOM,2026-07-12T21:40:24.918095+00:00,2026-05-07,2021-07-12,1212,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,202.5500030517578,200,153.40337545249713,8,21,5,19.71715644867419,15.70776065006801,4.009395798606178,14,82.60528561584951,CONFIGURABLE_CONTINUATION_GATE,LOWER_UPPER_RANGE,PLACEHOLDER_FUNCTIONAL_TEST_ONLY,False,30.0,65.0,RSI_ABOVE_CONFIGURED_RANGE,False,RSI 82.61 is above upper limit 65; further indicator rule processing is not allowed,14,42.57071560346161,54.421818490037744,6.877539161105367,36.02000427246094,14,10.916231242376897,5.389400680279161,416929800.0,20,275196849.7654869,14,100.0,28.57142857142857,UNADJUSTED_OHLC
V8_BASIC_FOUNDATION_5,V8_BASIC_FOUNDATION_RSI_PLACEHOLDER_30_65_20260713,FOUNDATION_THEN_CONFIGURABLE_RSI_NO_SCORE,V1_V3_RAW_INDICATORS_RSI_GATE_1,CONFIGURABLE_RSI_GATE_OTHER_CALCULATION_ONLY,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,AMAT,2026-07-12T21:40:25.327077+00:00,2026-05-07,2021-07-12,1212,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,410.6400146484375,200,296.0103321524267,8,21,5,10.670204502871968,9.244822460814778,1.4253820420571905,14,57.85421525599356,CONFIGURABLE_CONTINUATION_GATE,LOWER_UPPER_RANGE,PLACEHOLDER_FUNCTIONAL_TEST_ONLY,False,30.0,65.0,RSI_WITHIN_CONFIGURED_RANGE,True,RSI 57.85 is within inclusive limits 30 to 65; further indicator rule processing is allowed,14,17.826356483027332,32.02296331360413,20.588083998918076,22.6099853515625,14,16.344240507013094,3.980187006618422,202191300.0,20,192495501.94021428,14,92.85714285714286,57.14285714285714,UNADJUSTED_OHLC
V8_BASIC_FOUNDATION_5,V8_BASIC_FOUNDATION_RSI_PLACEHOLDER_30_65_20260713,FOUNDATION_THEN_CONFIGURABLE_RSI_NO_SCORE,V1_V3_RAW_INDICATORS_RSI_GATE_1,CONFIGURABLE_RSI_GATE_OTHER_CALCULATION_ONLY,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,LRCX,2026-07-12T21:40:25.702116+00:00,2026-05-07,2021-07-12,1212,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,286.5199890136719,200,189.7039796422928,8,21,5,11.734698275548169,8.831589504308097,2.9031087712400723,14,63.49510734352231,CONFIGURABLE_CONTINUATION_GATE,LOWER_UPPER_RANGE,PLACEHOLDER_FUNCTIONAL_TEST_ONLY,False,30.0,65.0,RSI_WITHIN_CONFIGURED_RANGE,True,RSI 63.50 is within inclusive limits 30 to 65; further indicator rule processing is allowed,14,18.48192739286279,33.14658968931955,16.857603628883393,14.8599853515625,14,13.17724809275988,4.599067638569224,539776600.0,20,531225117.6476438,14,100.0,57.14285714285714,UNADJUSTED_OHLC
