Run_ID,Sector,Engine_Version,Configuration_ID,Decision_Scope,Indicator_Set_ID,Indicator_Authority,Indicator_Module_Status,Indicator_Module_Reason,Ticker,Evaluated_At_UTC,As_Of_Date,First_Price_Date,Bars_Used,Minimum_History_Bars,Data_Status,Foundation_Eligible,Foundation_State,Foundation_Reason,Close,EMA_Period,EMA_Value,MACD_Fast_Period,MACD_Slow_Period,MACD_Signal_Period,MACD_Line,MACD_Signal_Line,MACD_Histogram,RSI_Period,RSI,RSI_Authority,RSI_Limit_Status,RSI_Operational_Use_Approved,RSI_Score,RSI_Score_Status,RSI_Score_Message,ADX_Period,ADX,ADX_Authority,ADX_Limit_Status,ADX_Operational_Use_Approved,ADX_Score,ADX_Score_Status,ADX_Score_Message,DMI_Positive,DMI_Negative,DMI_Authority,DMI_Limit_Status,DMI_Operational_Use_Approved,DMI_Eligible,DMI_Status,DMI_Message,True_Range,ATR_Period,ATR,ATR_Pct,ATR_Authority,OBV,OBV_EMA_Period,OBV_EMA,OBV_Authority,OBV_Limit_Status,OBV_Operational_Use_Approved,OBV_Fresh_Cross,OBV_Score,OBV_Score_Status,OBV_Score_Message,Aroon_Period,Aroon_Up,Aroon_Down,Aroon_Authority,Health_Score_Module_Status,Health_Score_Authority,Health_Score_Limit_Status,Health_Score_Operational_Use_Approved,Health_Score_Probability_Calibrated,Raw_Health_Score,Maximum_Health_Score,Health_Score_Pct_Of_Maximum,Health_Score_Threshold,Health_Qualified,Health_Qualification_State,Health_Qualification_Message,Price_Adjustment,D1_Entry_Date,D1_Exit_Date,D1_Return_Pct,D1_Positive,D5_Entry_Date,D5_Exit_Date,D5_Return_Pct,D5_Positive,D8_Entry_Date,D8_Exit_Date,D8_Return_Pct,D8_Positive
V8HEALTH_20260712T232546Z_9a1689f,Technology,V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,Foundation eligibility was not confirmed,NVDA,2026-07-12T23:25:46.468938+00:00,2023-03-15,2021-01-04,553,300,DATA_VALID,False,FOUNDATION_NOT_ELIGIBLE_MACD_POSITIVE_PULLBACK,"close is above EMA and MACD is positive, but MACD line is at or below signal line",24.22800064086914,200,18.436285514578877,12,26,9,0.878375412066017,0.9706657521277515,-0.09229034006173453,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,RSI Score was not evaluated because Foundation eligibility was not confirmed,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,ADX Score was not evaluated because Foundation eligibility was not confirmed,,,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,DMI eligibility was not evaluated because Foundation eligibility was not confirmed,,14,,,CALCULATION_ONLY_NO_SCORE,,20,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,OBV Score was not evaluated because Foundation eligibility was not confirmed,14,,,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,,30,,20,False,FOUNDATION_NOT_ELIGIBLE,Health Score was not calculated because Foundation eligibility was not confirmed,UNADJUSTED_OHLC,2023-03-16,2023-03-16,6.301244067270262,True,2023-03-16,2023-03-22,10.159403759668528,True,2023-03-16,2023-03-27,10.421607631236096,True
V8HEALTH_20260712T232546Z_9a1689f,Technology,V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,NVDA,2026-07-12T23:25:46.468938+00:00,2023-06-15,2021-01-04,617,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,42.65299987792969,200,24.565474110503345,12,26,9,3.048099838745415,2.8102395573048535,0.23786028144056148,14,74.47138746115522,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,5,RSI_PREFERRED_TO_MAXIMUM,RSI 74.47 produced +5 Health Score points (RSI_PREFERRED_TO_MAXIMUM),14,46.27795639826991,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,5,ADX_PARTIAL_RANGE,ADX 46.28 produced +5 Health Score points (ADX_PARTIAL_RANGE),44.98439929559538,12.206660692046842,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,True,DMI_ELIGIBLE_POSITIVE_DOMINANCE,+DI 44.98 is greater than -DI 12.21; Health Score calculation is allowed,1.1420021057128906,14,1.5576058909850647,3.6518085373662785,CALCULATION_ONLY_NO_SCORE,21651036000.0,20,20543343242.482307,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,0,OBV_NO_SCORING_EVENT,No configured OBV scoring event; +0 Health Score points,14,100.0,0.0,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,EXECUTED_DMI_ELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,10,30,33.333333333333336,20,False,NOT_QUALIFIED_HEALTH_SCORE,Raw Health Score 10/30 is below research threshold 20,UNADJUSTED_OHLC,2023-06-16,2023-06-16,-1.744532581947733,False,2023-06-16,2023-06-23,-2.8561590503098366,False,2023-06-16,2023-06-28,-5.36939043070258,False
V8HEALTH_20260712T232546Z_9a1689f,Technology,V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,Foundation eligibility was not confirmed,NVDA,2026-07-12T23:25:46.468938+00:00,2023-10-27,2021-01-04,710,300,DATA_VALID,False,FOUNDATION_NOT_ELIGIBLE_MACD_NEGATIVE_WEAKENING,close is above EMA but MACD line is at or below both signal line and zero,40.5,200,36.52177249071395,12,26,9,-0.873899814694866,-0.4502067064476959,-0.4236931082471701,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,RSI Score was not evaluated because Foundation eligibility was not confirmed,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,ADX Score was not evaluated because Foundation eligibility was not confirmed,,,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,DMI eligibility was not evaluated because Foundation eligibility was not confirmed,,14,,,CALCULATION_ONLY_NO_SCORE,,20,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,OBV Score was not evaluated because Foundation eligibility was not confirmed,14,,,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,,30,,20,False,FOUNDATION_NOT_ELIGIBLE,Health Score was not calculated because Foundation eligibility was not confirmed,UNADJUSTED_OHLC,2023-10-30,2023-10-30,0.18009953103375054,True,2023-10-30,2023-11-03,9.535860724514844,True,2023-10-30,2023-11-08,13.354587269122709,True
V8HEALTH_20260712T232546Z_9a1689f,Technology,V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,EXECUTED_FOUNDATION_ELIGIBLE,Foundation eligibility confirmed before indicator calculation,NVDA,2026-07-12T23:25:46.468938+00:00,2024-01-31,2021-01-04,774,300,DATA_VALID,True,FOUNDATION_ELIGIBLE_BULLISH_POSITIVE_MACD,close is above EMA and MACD line is above both signal line and zero,61.527000427246094,200,43.463534955480746,12,26,9,3.3870782151008783,3.0390562287769067,0.3480219863239715,14,74.01294938489123,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,5,RSI_PREFERRED_TO_MAXIMUM,RSI 74.01 produced +5 Health Score points (RSI_PREFERRED_TO_MAXIMUM),14,48.29490865346025,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,5,ADX_PARTIAL_RANGE,ADX 48.29 produced +5 Health Score points (ADX_PARTIAL_RANGE),42.350993526014854,13.911025845376464,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,True,DMI_ELIGIBLE_POSITIVE_DOMINANCE,+DI 42.35 is greater than -DI 13.91; Health Score calculation is allowed,2.0739974975585938,14,1.619835274482048,2.632722647348064,CALCULATION_ONLY_NO_SCORE,30214149000.0,20,28369912377.754646,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,0,OBV_NO_SCORING_EVENT,No configured OBV scoring event; +0 Health Score points,14,92.85714285714286,0.0,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,EXECUTED_DMI_ELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,10,30,33.333333333333336,20,False,NOT_QUALIFIED_HEALTH_SCORE,Raw Health Score 10/30 is below research threshold 20,UNADJUSTED_OHLC,2024-02-01,2024-02-01,1.4927568049962536,True,2024-02-01,2024-02-07,12.880838560164909,True,2024-02-01,2024-02-12,16.341389490920367,True
V8HEALTH_20260712T232546Z_9a1689f,Technology,V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,Foundation eligibility was not confirmed,NVDA,2026-07-12T23:25:46.468938+00:00,2024-04-19,2021-01-04,829,300,DATA_VALID,False,FOUNDATION_NOT_ELIGIBLE_MACD_NEGATIVE_WEAKENING,close is above EMA but MACD line is at or below both signal line and zero,76.19999694824219,200,60.39879984413704,12,26,9,-0.5869509815636178,0.9189154476500629,-1.5058664292136807,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,RSI Score was not evaluated because Foundation eligibility was not confirmed,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,ADX Score was not evaluated because Foundation eligibility was not confirmed,,,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,DMI eligibility was not evaluated because Foundation eligibility was not confirmed,,14,,,CALCULATION_ONLY_NO_SCORE,,20,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,OBV Score was not evaluated because Foundation eligibility was not confirmed,14,,,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,,30,,20,False,FOUNDATION_NOT_ELIGIBLE,Health Score was not calculated because Foundation eligibility was not confirmed,UNADJUSTED_OHLC,2024-04-22,2024-04-22,1.810408599108726,True,2024-04-22,2024-04-26,12.331000707514427,True,2024-04-22,2024-05-01,6.3210646377878765,True
V8HEALTH_20260712T232546Z_9a1689f,Technology,V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,Foundation eligibility was not confirmed,NVDA,2026-07-12T23:25:46.468938+00:00,2024-08-05,2021-01-04,902,300,DATA_VALID,False,FOUNDATION_NOT_ELIGIBLE_MACD_NEGATIVE_WEAKENING,close is above EMA but MACD line is at or below both signal line and zero,100.4499969482422,200,87.56049630724473,12,26,9,-4.269060458428697,-2.2261006483030656,-2.0429598101256317,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,RSI Score was not evaluated because Foundation eligibility was not confirmed,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,ADX Score was not evaluated because Foundation eligibility was not confirmed,,,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,DMI eligibility was not evaluated because Foundation eligibility was not confirmed,,14,,,CALCULATION_ONLY_NO_SCORE,,20,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,OBV Score was not evaluated because Foundation eligibility was not confirmed,14,,,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,,30,,20,False,FOUNDATION_NOT_ELIGIBLE,Health Score was not calculated because Foundation eligibility was not confirmed,UNADJUSTED_OHLC,2024-08-06,2024-08-06,0.3948417532443349,True,2024-08-06,2024-08-12,4.988444229447286,True,2024-08-06,2024-08-15,18.316645746568305,True
V8HEALTH_20260712T232546Z_9a1689f,Technology,V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,Foundation eligibility was not confirmed,NVDA,2026-07-12T23:25:46.468938+00:00,2024-11-06,2021-01-04,968,300,DATA_VALID,False,FOUNDATION_NOT_ELIGIBLE_MACD_POSITIVE_PULLBACK,"close is above EMA and MACD is positive, but MACD line is at or below signal line",145.61000061035156,200,106.17915048074842,12,26,9,3.6566535410402707,4.108192315072146,-0.45153877403187526,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,RSI Score was not evaluated because Foundation eligibility was not confirmed,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,ADX Score was not evaluated because Foundation eligibility was not confirmed,,,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,DMI eligibility was not evaluated because Foundation eligibility was not confirmed,,14,,,CALCULATION_ONLY_NO_SCORE,,20,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,OBV Score was not evaluated because Foundation eligibility was not confirmed,14,,,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,,30,,20,False,FOUNDATION_NOT_ELIGIBLE,Health Score was not calculated because Foundation eligibility was not confirmed,UNADJUSTED_OHLC,2024-11-07,2024-11-07,1.7009396157837031,True,2024-11-07,2024-11-13,-0.08196947721005321,False,2024-11-07,2024-11-18,-4.262590012419465,False
V8HEALTH_20260712T232546Z_9a1689f,Technology,V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,Foundation eligibility was not confirmed,NVDA,2026-07-12T23:25:46.468938+00:00,2025-03-10,2021-01-04,1050,300,DATA_VALID,False,FOUNDATION_NOT_ELIGIBLE_BELOW_OR_AT_EMA,close is at or below the configured long-term EMA,106.9800033569336,200,121.21302116552384,12,26,9,-5.780210822327859,-3.5658285628320767,-2.2143822594957827,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,RSI Score was not evaluated because Foundation eligibility was not confirmed,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,ADX Score was not evaluated because Foundation eligibility was not confirmed,,,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,DMI eligibility was not evaluated because Foundation eligibility was not confirmed,,14,,,CALCULATION_ONLY_NO_SCORE,,20,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,OBV Score was not evaluated because Foundation eligibility was not confirmed,14,,,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,,30,,20,False,FOUNDATION_NOT_ELIGIBLE,Health Score was not calculated because Foundation eligibility was not confirmed,UNADJUSTED_OHLC,2025-03-11,2025-03-11,1.6543642469408315,True,2025-03-11,2025-03-17,11.720722652499305,True,2025-03-11,2025-03-20,10.786055842548258,True
V8HEALTH_20260712T232546Z_9a1689f,Technology,V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,Foundation eligibility was not confirmed,NVDA,2026-07-12T23:25:46.468938+00:00,2025-04-09,2021-01-04,1072,300,DATA_VALID,False,FOUNDATION_NOT_ELIGIBLE_BELOW_OR_AT_EMA,close is at or below the configured long-term EMA,114.33000183105467,200,119.29765279303338,12,26,9,-5.094321746825145,-4.744604572391434,-0.3497171744337111,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,RSI Score was not evaluated because Foundation eligibility was not confirmed,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,ADX Score was not evaluated because Foundation eligibility was not confirmed,,,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,DMI eligibility was not evaluated because Foundation eligibility was not confirmed,,14,,,CALCULATION_ONLY_NO_SCORE,,20,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,OBV Score was not evaluated because Foundation eligibility was not confirmed,14,,,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,,30,,20,False,FOUNDATION_NOT_ELIGIBLE,Health Score was not calculated because Foundation eligibility was not confirmed,UNADJUSTED_OHLC,2025-04-10,2025-04-10,-1.6457922707824757,False,2025-04-10,2025-04-16,-4.461922611559077,False,2025-04-10,2025-04-22,-9.58215515566595,False
V8HEALTH_20260712T232546Z_9a1689f,Technology,V8_BASIC_HEALTH_SCORE_1,V8_BASIC_V1_HEALTH_SCORE_RESEARCH_20260713,FOUNDATION_THEN_DMI_THEN_V1_COMPOSITE_HEALTH_SCORE,V1_COMPOSITE_HEALTH_SCORE_1,USER_APPROVED_RESEARCH_COMPOSITE_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,Foundation eligibility was not confirmed,NVDA,2026-07-12T23:25:46.468938+00:00,2025-08-01,2021-01-04,1150,300,DATA_VALID,False,FOUNDATION_NOT_ELIGIBLE_MACD_POSITIVE_PULLBACK,"close is above EMA and MACD is positive, but MACD line is at or below signal line",173.72000122070312,200,133.46324782413294,12,26,9,6.614026472124607,7.059124046285089,-0.44509757416048235,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,RSI Score was not evaluated because Foundation eligibility was not confirmed,14,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,ADX Score was not evaluated because Foundation eligibility was not confirmed,,,USER_APPROVED_RESEARCH_ELIGIBILITY,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,DMI eligibility was not evaluated because Foundation eligibility was not confirmed,,14,,,CALCULATION_ONLY_NO_SCORE,,20,,USER_APPROVED_RESEARCH_SCORE_COMPONENT,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,,,NOT_EVALUATED_FOUNDATION_INELIGIBLE,OBV Score was not evaluated because Foundation eligibility was not confirmed,14,,,CALCULATION_ONLY_EXCLUDED_FROM_V1_SCORE,NOT_RUN_FOUNDATION_INELIGIBLE,USER_APPROVED_RESEARCH_QUALIFICATION,USER_APPROVED_RESEARCH_NOT_OPERATIONAL,False,False,,30,,20,False,FOUNDATION_NOT_ELIGIBLE,Health Score was not calculated because Foundation eligibility was not confirmed,UNADJUSTED_OHLC,2025-08-04,2025-08-04,2.763185793959666,True,2025-08-04,2025-08-08,4.3046318386004145,True,2025-08-04,2025-08-13,3.670925177750628,True
